0.43099 0.77580 0.96832 2.78394 
1.09380 0.18981 0.84851 7.46405 
0.41813 0.26806 0.73410 3.1034 
0.71811 0.56180 0.75340 4.73739 
0.52387 1.09380 0.71853 3.34965 
0.44412 1.05095 1.09380 2.76342 
0.17491 0.33741 0.76674 1.32794 
0.19247 0.77722 0.70603 1.31314 
0.25765 0.78213 1.05700 1.67781 
1.09380 1.09380 0.22112 7.29622 
0.19181 0.16071 1.09380 1.5911 
1.09380 0.84242 1.09380 6.6744 
1.09380 0.79350 0.34980 7.19512 
0.21665 0.97507 0.51211 1.49811 
0.23665 0.52142 0.90940 1.63815 
1.09380 1.00525 1.09380 6.60461 
0.67413 0.89939 0.64515 4.3585 
1.09380 0.83740 0.28056 7.28157 
1.09380 1.08156 0.45810 6.9504 
0.54299 0.95324 1.07570 3.39674 
0.21658 1.09380 0.98900 1.37956 
0.37103 1.09380 1.08934 2.32047 
0.17108 0.82860 0.42689 1.24314 
1.09380 0.91958 0.42107 7.05569 
0.23203 1.09380 0.61013 1.5508 
1.09380 0.81155 0.74079 6.85181 
0.44489 1.08022 1.09380 2.76215 
0.34614 0.27762 1.00229 2.5291 
0.53474 1.08525 0.59676 3.47314 
1.09380 1.09380 0.45300 6.95202 
1.09380 0.94714 1.09380 6.62755 
0.34602 1.09380 0.66541 2.26186 
0.20411 1.09380 1.09380 1.28997 
1.01037 1.09380 0.66181 6.29048 
0.50593 1.09380 0.49244 3.35447 
1.09380 1.09380 0.60901 6.82429 
1.01816 0.89479 1.09380 6.21266 
0.55795 1.09380 0.34818 3.80473 
0.34988 0.80779 0.80099 2.30634 
0.19601 0.18274 0.34087 1.80188 
0.16358 0.42253 0.50943 1.26272 
0.66118 1.06238 0.93193 4.11208 
1.09380 1.09380 0.57073 6.83693 
0.25394 1.09380 0.99602 1.61175 
0.60468 1.09380 0.78732 3.81799 
1.09380 1.05011 0.32205 7.12815 
0.89624 0.38825 0.84843 5.93406 
1.09380 0.81313 0.84919 6.79178 
0.23421 0.74017 0.31543 1.775 
0.67935 0.52220 0.90361 4.46114 
0.21233 0.22660 0.28408 1.92256 
1.09380 0.58062 0.95098 6.88395 
1.09380 0.70307 0.20751 7.5076 
1.09380 1.00257 0.53531 6.91342 
0.98337 1.09380 0.93617 5.99325 
0.51004 1.09380 0.16360 3.80368 
0.29301 0.29620 1.09380 2.13237 
0.34149 0.25668 1.09380 2.50698 
1.09380 0.99406 0.32708 7.13725 
1.09380 0.45090 1.05618 6.96709 
1.09380 0.18154 1.08223 7.3939 
1.09380 1.09380 0.33180 7.09799 
0.43760 0.96708 0.18912 3.29783 
0.62740 0.36468 1.09380 4.22428 
0.17333 0.16742 1.09380 1.43883 
1.09380 0.82603 0.57822 6.94855 
0.24685 0.72520 0.80849 1.6635 
0.15381 1.09380 0.60632 1.03931 
0.59993 1.09380 0.38217 4.03608 
1.09380 0.73549 0.88325 6.81804 
0.18945 0.17052 1.09380 1.56194 
0.27065 0.43231 0.84752 1.91991 
1.09380 0.48475 1.09380 6.91566 
0.32764 1.00296 1.09380 2.06742 
0.14902 1.06218 1.09380 0.947921 
1.09380 1.09380 0.63261 6.80462 
