0.31670 0.16000 0.07835 0.72270 -0.36300 0.72270 0.51970 0.57065 0.23977 14.1041 -3.9231 
0.20984 0.20984 0.00000 0.00000 0.00000 0.00000 0.00000 0.49283 0.72270 8.81273 -20.1985 
0.26113 0.26113 0.00000 0.00000 0.00000 0.00000 0.00000 0.45118 0.50829 11.1691 -17.3074 
0.21137 0.21137 0.00000 0.00000 0.00000 0.00000 0.00000 0.72270 0.27469 8.91139 -19.4741 
0.30316 0.30316 0.00000 0.49725 -0.40020 0.26080 0.28198 0.49725 0.26080 13.497 -7.83216 
0.43793 0.33191 0.05301 0.72270 -0.47429 0.72270 0.58032 0.72270 0.72270 19.4349 -5.93129 
0.72270 0.16000 0.28135 0.72270 -0.16000 0.71997 0.72133 0.72270 0.71997 32.0754 -1.74603 
0.72270 0.00000 0.00000 0.12000 -1.14405 0.16000 0.73687 0.72270 0.42643 9.86465 0 
0.41600 0.41600 0.00000 0.72270 -0.56935 0.17917 0.29759 0.72270 0.17917 18.5491 -7.8152 
0.72270 0.69266 0.01502 0.28733 -0.85013 0.16170 0.83754 0.72270 0.72270 31.3569 -10.0805 
0.46534 0.42118 0.02208 0.00000 0.00000 0.00000 0.00000 0.45808 0.41561 19.8919 -12.5399 
0.72270 0.42781 0.14744 0.72270 -0.42781 0.72270 0.72270 0.46667 0.72270 32.084 -4.62466 
0.46045 0.00000 0.00000 0.13282 -0.93079 0.30021 0.65395 0.72270 0.66280 6.80588 0 
0.15659 0.15659 0.00000 0.59002 -0.37330 0.66946 0.41302 0.59002 0.66946 6.94948 -7.82462 
0.16880 0.16880 0.00000 0.72270 -0.44575 0.55078 0.35979 0.72270 0.55078 7.49167 -7.82307 
0.19616 0.19616 0.00000 0.00000 0.00000 0.00000 0.00000 0.19149 0.22671 8.48286 -18.2613 
0.72270 0.46987 0.12642 0.00000 0.00000 0.00000 0.00000 0.59401 0.21020 26.8163 -9.86446 
0.72270 0.27157 -0.09868 0.72270 -0.59581 0.47715 0.27568 0.72270 0.15291 32.1873 -2.93629 
