4.77190 2.00000 -6.47975 2.19056 6.57503 15.342 -0.393039 -0.394329 
2.00000 0.00000 0.00000 0.00000 0.00000 10.1998 0 0 
4.62536 2.20241 -6.50769 2.39633 6.60464 15.0801 -0.401084 -0.402022 
3.79872 2.13332 -6.05982 2.00000 5.99316 13.5837 -0.430512 -0.428753 
5.49364 2.08742 -6.88433 2.04562 6.86343 16.6248 -0.363398 -0.363141 
2.00000 0.00000 0.00000 2.00000 5.09380 10.2722 0 -0.561596 
3.84621 2.00000 -6.01690 2.12379 6.07880 13.6678 -0.426081 -0.427773 
6.47534 0.00000 0.00000 2.25301 7.45797 18.2679 0 -0.331382 
2.00000 2.18095 -5.18427 2.19324 5.19042 10.3439 -0.5605 -0.560921 
3.58119 2.28574 -6.02726 2.49643 6.13261 13.1964 -0.44444 -0.44649 
4.20851 0.00000 0.00000 2.00000 5.55093 14.3429 0 -0.665929 
2.00000 0.00000 0.00000 0.00000 0.00000 10.1998 0 0 
5.46948 2.28104 -6.96906 2.27610 6.96659 16.5794 -0.365307 -0.365199 
10.09818 2.21187 -9.24882 2.13556 9.21067 24.7968 -0.244875 -0.244567 
5.74677 0.00000 0.00000 0.00000 0.00000 16.8616 0 0 
8.51044 2.12712 -8.41258 2.04018 8.36911 21.9845 -0.275948 -0.275504 
2.00000 2.13882 -5.16321 2.22601 5.20681 10.3426 -0.560186 -0.561237 
2.23170 0.00000 0.00000 0.00000 0.00000 10.6243 0 0 
3.14035 2.15117 -5.73956 2.06225 5.69510 12.4062 -0.47062 -0.469554 
8.76737 2.05930 -8.50713 0.00000 0.00000 22.3423 -0.271214 0 
2.48209 2.29203 -5.48086 2.12818 5.39893 11.2202 -0.520107 -0.518219 
4.85594 2.00000 -6.52177 2.22968 6.61880 15.4927 -0.389229 -0.395405 
2.43332 2.08707 -5.35400 2.03322 5.32707 11.1323 -0.52177 -0.520842 
4.99493 2.21270 -6.69761 2.50000 6.84126 15.7371 -0.384494 -0.385575 
9.82133 2.11250 -9.06071 2.05677 9.03285 24.3072 -0.249482 -0.249223 
2.87323 2.00000 -5.53041 2.38398 5.72240 11.9262 -0.487276 -0.491972 
3.68491 2.12609 -5.99930 2.41456 6.14353 13.3799 -0.436903 -0.439788 
9.19240 2.50000 -8.94000 2.26312 8.74579 23.1996 -0.26248 -0.275776 
6.88743 2.15888 -7.61696 2.20151 7.63827 19.1011 -0.317187 -0.317464 
2.69443 2.28099 -5.58151 2.21432 5.54817 11.6039 -0.503671 -0.503197 
2.00000 0.00000 0.00000 2.33357 5.26058 10.2713 0 -0.56679 
3.67932 0.00000 0.00000 2.00000 5.93346 13.2966 0 -0.438094 
7.80985 0.00000 0.00000 0.00000 0.00000 20.5134 0 0 
4.36367 2.12073 -6.33600 2.34007 6.44567 14.6146 -0.413312 -0.414478 
2.00000 2.23434 -5.21097 0.00000 0.00000 10.2717 -0.565414 0 
2.68421 2.47919 -5.67550 2.34260 5.60720 11.5855 -0.506681 -0.50534 
2.00000 0.00000 0.00000 0.00000 0.00000 10.1998 0 0 
4.75009 0.00000 0.00000 0.00000 0.00000 15.0931 0 0 
3.38902 2.22344 -5.90003 2.15661 5.86661 12.8525 -0.455791 -0.454759 
3.09245 2.16453 -5.72229 2.40504 5.84254 12.3212 -0.473882 -0.476658 
2.00000 0.00000 0.00000 0.00000 0.00000 10.1998 0 0 
2.00000 2.01298 -5.10029 0.00000 0.00000 10.2716 -0.562065 0 
10.67382 2.00000 -9.43071 2.09506 9.47824 25.8173 -0.234254 -0.234685 
10.28810 2.14417 -9.30993 2.14767 9.31168 25.133 -0.241312 -0.241362 
2.08055 0.00000 0.00000 0.00000 0.00000 10.3469 0 0 
11.00000 0.00000 0.00000 2.00000 9.59380 26.2958 0 -0.229973 
2.92413 2.03300 -5.57236 2.25155 5.68164 12.0192 -0.484175 -0.486719 
4.38410 2.18577 -6.37874 0.00000 0.00000 14.5546 -0.415472 0 
2.00000 2.00000 -5.09380 2.10082 5.14421 10.3432 -0.557919 -0.559509 
3.32084 0.00000 0.00000 0.00000 0.00000 12.5867 0 0 
2.00000 0.00000 0.00000 2.07602 5.13181 10.2717 0 -0.562873 
2.00000 2.07034 -5.12897 0.00000 0.00000 10.2718 -0.562926 0 
3.93656 2.14743 -6.13579 0.00000 0.00000 13.7591 -0.42511 0 
3.45651 0.00000 0.00000 0.00000 0.00000 12.8296 0 0 
4.36051 0.00000 0.00000 0.00000 0.00000 14.4019 0 0 
11.00000 2.11315 -9.65038 2.00000 9.59380 26.3873 -0.227008 -0.229167 
4.65372 2.06410 -6.45271 2.00000 6.42066 15.0901 -0.384358 -0.388201 
4.42877 2.20056 -6.40847 2.17955 6.39796 14.7311 -0.410614 -0.410414 
2.62885 2.00000 -5.40823 2.24502 5.53074 11.487 -0.505367 -0.508348 
2.00000 2.14652 -5.16706 2.16701 5.17730 10.3428 -0.560133 -0.560124 
3.46476 2.12098 -5.88667 2.31665 5.98451 12.9868 -0.449603 -0.451776 
4.42373 2.26435 -6.43784 2.00000 6.30566 14.7051 -0.411691 -0.39829 
2.00000 0.00000 0.00000 2.00000 5.09380 10.2722 0 -0.561596 
2.71203 2.09369 -5.49666 2.09259 5.49611 11.6359 -0.500328 -0.500649 
3.14425 2.00000 -5.66592 0.00000 0.00000 12.3428 -0.471147 0 
2.00000 2.07661 -5.13211 2.10305 5.14533 10.3427 -0.558986 -0.559544 
3.07497 2.06857 -5.66557 2.07385 5.66821 12.2881 -0.473827 -0.474098 
5.36550 2.00000 -6.77655 0.00000 0.00000 16.2746 -0.356034 0 
5.38337 2.12374 -6.84736 0.00000 0.00000 16.3307 -0.370098 0 
