0.253020  2.198610  0.004392  
0.160000  1.959980  0.005405  
0.160000  13.652920  0.000000  
0.253320  12.902960  0.000000  
0.380400  7.922500  0.000000  
0.253020  0.466800  0.007579  
0.165870  1.092600  0.006945  
0.160000  10.896540  0.000000  
0.160000  12.892270  0.000000  
0.160000  1.712410  0.005878  
0.160000  0.930130  0.007245  
0.380400  11.064010  0.000000  
0.183810  3.352720  0.002378  
0.253020  5.340320  0.000000  
0.160000  2.352760  0.004658  
0.183810  9.053740  0.000000  
0.380400  11.535340  0.000000  
0.165870  3.437110  0.002405  
0.160000  5.729450  0.000000  
0.183810  5.392460  0.000000  
0.160000  2.236220  0.004869  
0.165870  2.346560  0.004628  
0.160000  0.949590  0.007218  
0.160000  0.413390  0.007423  
0.202030  8.773640  0.000000  
0.160000  0.416320  0.007426  
0.160000  5.099520  0.000000  
0.202030  10.258190  0.000000  
0.160000  1.466450  0.006353  
0.165870  5.653720  0.000000  
0.160000  3.005370  0.003287  
0.183810  1.448260  0.006285  
0.202030  5.480760  0.000000  
0.253320  3.130050  0.002191  
0.160000  7.763820  0.000000  
0.160000  0.417630  0.007426  
0.160000  13.874730  0.000000  
0.253320  8.043300  0.000000  
0.160000  0.910350  0.007268  
0.160000  11.217540  0.000000  
0.160000  2.359600  0.004645  
0.160000  1.478130  0.006329  
0.160000  7.917460  0.000000  
0.160000  1.032410  0.007046  
0.202030  3.191740  0.002577  
0.160000  3.341800  0.002635  
0.160000  5.160350  0.000000  
0.253320  1.045040  0.006813  
0.160000  1.668610  0.005960  
0.253320  0.467620  0.007574  
0.380400  2.087710  0.003754  
0.380400  0.483770  0.007473  
0.253020  12.853070  0.000000  
0.253320  1.459350  0.006031  
0.160000  0.468650  0.007441  
0.160000  0.470360  0.007442  
0.160000  1.431110  0.006386  
0.160000  1.919790  0.005494  
0.380400  5.052350  0.000000  
0.165870  1.488360  0.006264  
0.253020  9.633430  0.000000  
0.165870  10.836130  0.000000  
0.160000  11.245450  0.000000  
0.202030  11.946100  0.000000  
0.253320  11.385090  0.000000  
0.380400  3.399810  0.000014  
0.160000  7.924220  0.000000  
0.160000  13.431660  0.000000  
0.165870  0.404370  0.007424  
0.202030  1.513160  0.006136  
0.160000  3.266210  0.002834  
0.253020  8.848570  0.000000  
0.202030  1.063070  0.006962  
0.253320  1.944880  0.004950  
0.165870  12.468120  0.000000  
0.160000  5.218190  0.000000  
0.160000  12.025530  0.000000  
0.160000  0.965280  0.007197  
0.160000  8.148920  0.000000  
0.183810  0.418110  0.007502  
0.202030  2.171350  0.004851  
0.160000  8.342800  0.000000  
0.160000  1.588020  0.006126  
0.183810  2.030110  0.005131  
0.183810  13.001700  0.000000  
0.380400  1.708150  0.004708  
0.160000  3.510300  0.002311  
0.160000  10.210940  0.000000  
0.380400  0.966170  0.006603  
0.160000  3.360050  0.002598  
0.160000  1.085310  0.006969  
0.160000  11.570450  0.000000  
0.253020  1.704150  0.005488  
0.160000  0.490760  0.007444  
0.160000  11.272250  0.000000  
0.253020  0.969330  0.006996  
0.253020  3.411380  0.001519  
0.160000  10.796100  0.000000  
0.160000  5.307690  0.000000  
0.160000  8.747720  0.000000  
0.183810  11.814320  0.000000  
0.165870  7.622780  0.000000  
0.160000  1.998000  0.005317  
0.253320  5.555030  0.000000  
0.183810  1.064230  0.006944  
0.202030  0.428400  0.007550  
0.160000  5.804680  0.000000  
0.160000  3.434720  0.002456  
