0.43099 0.77580 0.96832 1.44581 
1.09380 0.18981 0.84851 3.90004 
0.41813 0.26806 0.73410 1.58376 
0.71811 0.56180 0.75340 2.44649 
0.52387 1.09380 0.71853 1.74714 
0.44412 1.05095 1.09380 1.45638 
0.17491 0.33741 0.76674 0.675015 
0.19247 0.77722 0.70603 0.670936 
0.25765 0.78213 1.05700 0.868718 
1.09380 1.09380 0.22112 3.82411 
0.19181 0.16071 1.09380 0.844226 
1.09380 0.84242 1.09380 3.54865 
1.09380 0.79350 0.34980 3.74579 
0.21665 0.97507 0.51211 0.766873 
0.23665 0.52142 0.90940 0.837252 
1.09380 1.00525 1.09380 3.52044 
0.67413 0.89939 0.64515 2.26455 
1.09380 0.83740 0.28056 3.79238 
1.09380 1.08156 0.45810 3.6493 
0.54299 0.95324 1.07570 1.78382 
0.21658 1.09380 0.98900 0.719724 
0.37103 1.09380 1.08934 1.21798 
0.17108 0.82860 0.42689 0.631655 
1.09380 0.91958 0.42107 3.68485 
0.23203 1.09380 0.61013 0.799184 
1.09380 0.81155 0.74079 3.60196 
0.44489 1.08022 1.09380 1.45707 
0.34614 0.27762 1.00229 1.3031 
0.53474 1.08525 0.59676 1.80443 
1.09380 1.09380 0.45300 3.65012 
1.09380 0.94714 1.09380 3.53417 
0.34602 1.09380 0.66541 1.17243 
0.20411 1.09380 1.09380 0.674848 
1.01037 1.09380 0.66181 3.32011 
0.50593 1.09380 0.49244 1.73644 
1.09380 1.09380 0.60901 3.58983 
1.01816 0.89479 1.09380 3.30288 
0.55795 1.09380 0.34818 1.96845 
0.34988 0.80779 0.80099 1.18884 
0.19601 0.18274 0.34087 0.930223 
0.16358 0.42253 0.50943 0.635243 
0.66118 1.06238 0.93193 2.16573 
1.09380 1.09380 0.57073 3.60624 
0.25394 1.09380 0.99602 0.841567 
0.60468 1.09380 0.78732 1.99892 
1.09380 1.05011 0.32205 3.73019 
0.89624 0.38825 0.84843 3.07697 
1.09380 0.81313 0.84919 3.58594 
0.23421 0.74017 0.31543 0.902568 
0.67935 0.52220 0.90361 2.31229 
0.21233 0.22660 0.28408 0.983759 
1.09380 0.58062 0.95098 3.61926 
1.09380 0.70307 0.20751 3.90006 
1.09380 1.00257 0.53531 3.6289 
0.98337 1.09380 0.93617 3.18683 
0.51004 1.09380 0.16360 1.98855 
0.29301 0.29620 1.09380 1.09903 
0.34149 0.25668 1.09380 1.29717 
1.09380 0.99406 0.32708 3.73271 
1.09380 0.45090 1.05618 3.65567 
1.09380 0.18154 1.08223 3.88278 
1.09380 1.09380 0.33180 3.71776 
0.43760 0.96708 0.18912 1.71086 
0.62740 0.36468 1.09380 2.18908 
0.17333 0.16742 1.09380 0.762697 
1.09380 0.82603 0.57822 3.63901 
0.24685 0.72520 0.80849 0.85154 
0.15381 1.09380 0.60632 0.534088 
0.59993 1.09380 0.38217 2.08986 
1.09380 0.73549 0.88325 3.59284 
0.18945 0.17052 1.09380 0.82335 
0.27065 0.43231 0.84752 0.978697 
1.09380 0.48475 1.09380 3.63589 
0.32764 1.00296 1.09380 1.08171 
0.14902 1.06218 1.09380 0.494593 
1.09380 1.09380 0.63261 3.59091 
0.51931 1.01965 0.66025 1.74728 
0.28382 0.17136 1.09380 1.1791 
0.50736 0.14310 0.73388 2.05514 
0.28939 0.63169 0.71879 1.01444 
0.43684 0.41642 0.81227 1.55569 
0.35040 0.15104 1.09380 1.4532 
1.09380 0.98764 0.33508 3.72666 
1.09380 0.61887 0.27815 3.83861 
1.09380 0.74898 0.30419 3.78655 
0.21454 0.54594 1.00733 0.75213 
0.69187 0.39194 1.09380 2.38502 
1.09380 1.09380 1.09368 3.51567 
0.85836 0.69176 0.83409 2.85745 
0.29155 0.44708 0.14721 1.3242 
0.36044 0.63634 0.73034 1.25275 
0.79736 0.51825 0.37415 2.83496 
0.19084 0.23129 1.09380 0.773912 
1.09380 1.09380 1.09380 3.51603 
0.26393 1.03422 1.09380 0.872441 
0.28148 1.09380 0.40768 1.00986 
1.09380 0.41162 0.70608 3.72467 
0.29337 1.09380 1.09380 0.965905 
0.26702 0.56166 0.59260 0.964479 
0.52052 1.01634 0.74436 1.73828 
0.27842 0.80155 1.09380 0.934396 
1.09380 1.09380 0.79317 3.55676 
0.17976 0.35067 0.54840 0.710417 
1.09380 0.50620 0.40756 3.78224 
1.09380 0.87886 0.79392 3.58352 
1.09380 0.29444 0.84428 3.77825 
