6.46584 2.00000 -7.48292 2.19056 7.57820 1.55143 3.60580 1.67932 -0.09936 1.56218 7.31118 411.981 -0.0150048 -0.0104593 -0.00260613 -2.36514 -0.24542 
4.89794 2.13332 -6.76563 2.00000 6.69897 1.55245 3.17071 1.67442 -0.49204 1.63126 6.81649 349.228 -0.0176161 -0.00988175 -0.000713679 -1.08442 -0.219146 
7.04108 2.14616 -7.84362 2.10438 7.82273 1.57234 2.64476 1.69969 -1.25000 1.66517 6.63777 605.127 -0.0104353 -0.00379043 -0.0179849 -4.71712 -0.175279 
2.00000 2.19324 -5.34662 2.18095 5.34047 1.70372 3.70613 1.61351 -0.25380 1.53223 7.43362 291.538 -0.0209706 -0.00592415 -0.000747275 -0.0587458 -0.17385 
2.73776 2.00000 -3.57203 0.00000 0.00000 1.74628 3.83600 1.58073 -0.17039 1.53843 7.56048 309.283 -0.469021 0 -0.00176367 -0.079094 -0.162764 
3.03613 0.00000 0.00000 0.00000 0.00000 1.62868 -0.29485 1.55833 3.29758 0.00000 0.00000 313.927 0 0 -0.207098 -0.207098 0 
5.42622 2.04018 -6.98320 2.12712 7.02667 1.63561 3.30971 1.56438 -0.33633 1.58329 6.91474 359.799 -0.0171099 -0.00999697 -0.00118043 -1.86801 -0.23597 
4.08850 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 13.3457 0 0 0 0 0 
4.66272 2.26063 -6.71167 2.11584 6.63928 6.78945 0.00000 1.55078 6.11649 0.00000 0.00000 870.871 -0.00611062 -0.00344631 -0.00389004 -0.01956 0 
2.00000 2.11896 -5.30948 2.08929 5.29464 1.55831 -0.36971 1.73907 -4.06287 1.66771 3.43838 269.857 -0.00796985 -0.0064965 -0.164655 -0.164655 -0.0428269 
3.80029 0.00000 0.00000 0.00000 0.00000 1.80000 -0.53609 1.54591 3.27564 0.00000 0.00000 348.729 0 0 -0.461579 -0.201533 0 
5.62838 2.00000 -7.06419 2.14688 7.13763 1.55079 3.57671 1.69492 -0.07164 1.56979 7.22058 346.846 -0.0177475 -0.00984782 -0.000499957 -0.890027 -0.255087 
5.50554 2.19673 -7.10113 2.41456 7.21005 1.76308 3.87363 0.00000 0.00000 0.00000 0.00000 35.214 -0.176081 -0.0754104 -3.35713 0 0 
4.67286 2.11199 -6.64242 2.34433 6.75859 1.65509 0.54623 0.00000 0.00000 1.62091 -3.46677 328.865 -0.0082025 -0.0188361 -0.63739 0 -0.23155 
2.49765 2.00000 -5.49883 2.24444 5.62105 1.80000 -0.26647 1.55165 3.61055 0.00000 0.00000 336.687 -0.0183807 -0.00545202 -0.160467 -0.160467 0 
11.36032 2.07127 -9.96579 2.09639 9.97835 1.70181 0.90736 0.00000 0.00000 0.00000 0.00000 329.994 -0.0191395 -0.0191597 -0.632493 0 0 
12.42955 2.05670 -10.49312 2.07063 10.50009 1.60912 0.44544 1.61753 4.41731 0.00000 0.00000 604.71 -0.0104394 -0.0104508 -4.83976 -0.327969 0 
3.06037 2.13914 -5.84976 2.00000 5.78019 1.51854 5.01984 4.31964 0.00000 1.61393 8.75105 574.673 -0.0101113 -0.00457103 -0.000412621 -0.0105023 -0.050701 
6.67782 0.00000 0.00000 2.12535 7.65159 1.55722 -2.96905 1.59001 -6.91766 1.63701 0.76136 524.988 0 -0.0119369 -0.0161826 -0.198585 -4.13847 
6.53688 0.00000 0.00000 2.17031 7.60359 1.57928 -4.20222 1.68516 -7.89565 1.80000 -0.59417 360.011 0 -0.0172717 -9.01569 -0.674648 -0.286153 
2.00000 2.22367 -5.36184 2.27377 5.38689 1.80000 3.68611 1.65992 -0.18612 1.58876 7.48491 306.625 -0.0200008 -0.00553636 -0.000657727 -0.0606309 -0.161081 
3.89189 2.25197 -6.32193 2.29549 6.34369 1.53767 0.98882 1.76075 -2.69996 1.76514 4.80363 337.328 -0.00971289 -0.00571849 -1.4993 -0.158646 -8.28312 
2.00000 0.00000 0.00000 0.00000 0.00000 1.63706 -0.09282 1.63481 3.91811 0.00000 0.00000 306.358 0 0 -0.19002 -0.19002 0 
2.99775 0.00000 0.00000 2.10061 5.79918 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 11.7052 0 -0.528583 0 0 0 
3.24813 2.23965 -5.99389 0.00000 0.00000 1.55535 1.01013 1.68782 -2.74510 1.59292 4.52312 286.409 -0.009571 0 -0.165841 -0.0489561 -0.165841 
