2.06160 2.00000 -3.61602 2.07622 5.47610 2.05968 -10.83953 2.03429 10.59115 6.07961 -1.38984 -0.46769 -0.015231 -0.0177554 
2.04834 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.85963 0 0 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.78915 0 0 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.78915 0 0 0 0 
2.01358 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.80882 0 0 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.78915 0 0 0 0 
2.01035 0.00000 0.00000 2.00000 3.58878 0.00000 0.00000 0.00000 0.00000 5.96305 0 -1.38872 0 0 
2.01391 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.80938 0 0 0 0 
2.03998 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.84757 0 0 0 0 
2.01422 2.00000 -3.59630 2.00000 3.64697 0.00000 0.00000 0.00000 0.00000 6.11194 -1.33858 -1.29224 0 0 
2.00000 2.00000 -3.57995 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.9487 -1.39505 0 0 0 
2.06347 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.88126 0 0 0 0 
2.00000 2.00000 -3.56347 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.95289 -1.41008 0 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.78915 0 0 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.78915 0 0 0 0 
2.11346 2.00000 -3.66155 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 6.10773 -1.34179 0 0 0 
2.00000 2.00000 -3.58887 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.94674 -1.38693 0 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.78915 0 0 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.78915 0 0 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.78915 0 0 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.78915 0 0 0 0 
2.14679 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 6.00087 0 0 0 0 
2.01409 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.80938 0 0 0 0 
2.03429 2.00000 -3.58082 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 6.00279 -1.40035 0 0 0 
2.08019 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.90543 0 0 0 0 
2.08019 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.90543 0 0 0 0 
2.10387 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.93919 0 0 0 0 
2.20000 2.00000 -3.66301 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 6.24378 -1.35509 0 0 0 
2.02610 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.82663 0 0 0 0 
2.02356 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.82318 0 0 0 0 
2.03620 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.84208 0 0 0 0 
