0.62406 0.16000 -0.63204 1.32810 4.66196 -6.83777 
0.56375 0.00000 0.00000 0.56375 2.6746 0 
0.84563 0.00000 0.00000 0.84563 3.23155 0 
1.12750 0.00000 0.00000 1.12750 3.78344 0 
1.26844 0.00000 0.00000 1.26844 4.05388 0 
0.56375 0.16000 -0.61187 0.56375 4.53618 -6.74937 
0.56375 0.16000 -0.61188 0.84563 4.47094 -6.87556 
0.56375 0.16000 -0.61187 1.12750 4.43793 -6.94055 
0.84563 0.16000 -0.75281 1.26844 5.10006 -6.06679 
0.84563 0.16000 -0.75281 0.56375 5.207 -5.90342 
0.84563 0.16000 -0.75281 0.84563 5.14393 -5.98815 
0.84563 0.16000 -0.75281 1.12750 5.13351 -6.02917 
0.84563 0.16000 -0.75281 1.26844 5.10006 -6.06679 
1.12750 0.16000 -0.89375 0.56375 5.82396 -5.28911 
1.12750 0.16000 -0.89375 0.84563 5.77778 -5.35494 
1.12750 0.16000 -0.89375 1.12750 5.74349 -5.39103 
1.12750 0.16000 -0.89375 1.26844 5.71448 -5.43244 
0.56375 0.16000 -0.86187 0.56375 3.43964 -5.16357 
0.56375 0.16000 -0.86188 0.84563 3.39001 -5.27503 
0.56375 0.16000 -0.86187 1.12750 3.35709 -5.35823 
0.84563 0.16000 -1.00281 1.26844 3.99545 -4.53433 
0.84563 0.16000 -1.00281 0.56375 4.10208 -4.36314 
0.84563 0.16000 -1.00281 0.84563 4.04068 -4.45228 
0.84563 0.16000 -1.00281 1.12750 4.00817 -4.51243 
0.84563 0.16000 -1.00281 1.26844 3.99545 -4.53433 
1.12750 0.16000 -1.14375 0.56375 4.71044 -3.81882 
1.12750 0.16000 -1.14375 0.84563 4.65076 -3.88809 
1.12750 0.16000 -1.14375 1.12750 4.61537 -3.93652 
1.12750 0.16000 -1.14375 1.26844 4.60024 -3.94629 
0.56375 0.16000 -1.36188 0.56375 2.90034 -3.18451 
0.56375 0.16000 -1.36188 0.84563 2.84362 -3.2902 
0.56375 0.16000 -1.36187 1.12750 2.8164 -3.35829 
0.84563 0.16000 -1.50281 1.26844 3.43238 -2.78685 
0.84563 0.16000 -1.50281 0.56375 3.53774 -2.64466 
0.84563 0.16000 -1.50281 0.84563 3.482 -2.71696 
0.84563 0.16000 -1.50281 1.12750 3.44726 -2.76632 
0.84563 0.16000 -1.50281 1.26844 3.43238 -2.78685 
1.12750 0.16000 -1.64375 0.56375 4.14147 -2.28435 
1.12750 0.16000 -1.64375 0.84563 4.0802 -2.33911 
1.12750 0.16000 -1.64375 1.12750 4.04097 -2.37469 
1.12750 0.16000 -1.64375 1.26844 4.0245 -2.38887 
0.56375 0.32000 -0.69188 0.56375 4.54264 -6.99279 
0.56375 0.32000 -0.69188 0.84563 4.50709 -7.06975 
