0.95438 1.25000 -2.35219 1.21735 -0.35343 2.00000 -3.71317 2.00000 3.01506 1.19931 -0.31726 1.17621 -3.14715 1.16425 2.45970 1.00000 278.11 -0.0020707 -4.946 -0.00120442 -5.10837 -1.52337e-05 
0.74079 0.40000 -1.82040 2.10579 -0.69250 0.00000 0.00000 1.19049 0.96564 2.10579 -0.69250 0.00000 0.00000 1.24686 0.99383 1.00210 267.871 -2.8016e-08 -4.96646 0 -4.9677 0 
0.55157 0.40000 -1.72579 0.55157 0.00000 1.90000 -2.59672 0.00000 0.00000 1.25000 -0.34921 1.25000 0.90079 0.00000 0.00000 1.00018 200.868 -0.0012163 -5.212 -0.00428964 0 -9.05941 
0.55144 0.00000 0.00000 2.00000 -0.73428 0.00000 0.00000 1.16626 0.85885 1.25000 -0.35928 0.00000 0.00000 1.25000 0.90072 1.06114 200.123 0 -4.97497 0 -9.57195 0 
0.53419 0.00000 0.00000 2.00000 -0.74290 0.00000 0.00000 1.20205 0.86812 1.19710 -0.83374 0.00000 0.00000 0.00000 0.00000 1.00023 110.231 0 -8.74625 0 -1.20496 0 
0.65926 0.40000 -1.77963 1.63627 -1.43192 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.25000 1.31564 1.09152 4.40179 -0.101471 -6.42501 0 0 0 
1.90575 0.00000 0.00000 1.19440 0.06546 1.90000 -2.85431 1.13636 3.85674 1.15572 -2.13525 0.00000 0.00000 1.90000 3.85174 1.00000 225.326 0 -9.82479 -0.0188819 -0.0522134 0 
0.62348 0.00000 0.00000 0.99873 -1.52029 0.00000 0.00000 0.00000 0.00000 1.25000 -0.32326 0.00000 0.00000 1.25000 0.93674 1.03595 115.02 0 -0.0486528 0 -9.93495 0 
1.08665 0.40000 -1.99333 1.25000 -0.09167 0.00000 0.00000 1.25000 1.16833 1.76060 -1.62489 0.00000 0.00000 0.00000 0.00000 1.01278 198.905 -5.52282e-05 -9.80499 0 -0.0730419 0 
0.46541 0.40000 -1.68271 0.00000 0.00000 0.00000 0.00000 1.25000 1.10771 0.00000 0.00000 0.00000 0.00000 1.60728 1.68024 1.25000 3.2009 -2.28273 0 0 0 0 
0.82420 0.40000 -1.86210 2.00000 -0.85437 0.00000 0.00000 0.00000 0.00000 0.82420 0.00000 0.00000 0.00000 0.00000 0.00000 1.00000 253.275 -0.0011319 -4.24246 0 0 0 
1.03057 0.40000 -1.96529 1.25000 -0.10971 1.25000 1.14029 0.00000 0.00000 1.25000 -0.10971 0.00000 0.00000 0.00000 0.00000 1.05050 370.166 -8.46218e-05 -5.01152 -5.14189 -5.14129 0 
2.20000 0.00000 0.00000 1.25000 0.46500 0.00000 0.00000 1.25000 1.72500 1.25000 0.08440 1.90000 -3.07897 1.22842 3.28448 1.25000 461.204 0 -4.92433 0 -5.0024 -0.0227019 
1.37726 0.40000 -2.13863 1.37306 -1.83479 0.00000 0.00000 0.00000 0.00000 1.25000 0.06363 0.00000 0.00000 0.00000 0.00000 1.25000 227.363 -0.00156434 -0.0816196 0 -10.1239 0 
1.13602 0.00000 0.00000 2.30210 -0.59304 0.00000 0.00000 1.25000 1.19301 1.61213 -1.67432 0.00000 0.00000 0.00000 0.00000 1.01163 207.731 0 -9.82423 0 -0.0442524 0 
1.64292 0.40000 -2.27146 3.00792 -0.69250 0.00000 0.00000 1.14776 1.39534 1.25000 0.19646 1.25000 1.44646 0.00000 0.00000 1.00986 520.376 -0.000494849 -5.65632 0 -3.51674 -3.49328 
0.97809 0.00000 0.00000 2.34309 -0.69250 0.00000 0.00000 1.15063 1.06436 1.25000 -0.32098 0.00000 0.00000 1.13636 2.64582 1.00025 323.002 0 -5.42196 0 -5.6532 0 
1.11387 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.20076 1.40001 1.25000 -0.24148 0.00000 0.00000 1.13636 2.91652 1.00004 177.269 0 0 0 -9.96186 0 
0.54237 0.40000 -1.72118 1.25000 -0.36382 0.00000 0.00000 1.25000 0.89618 2.00000 -0.92092 0.00000 0.00000 0.00000 0.00000 1.00000 167.757 -6.91512e-05 -5.83674 0 -4.15111 0 
0.46695 0.00000 0.00000 2.00000 -0.77652 0.00000 0.00000 1.21545 0.84120 0.46695 0.00000 0.00000 0.00000 0.00000 0.00000 1.00292 170.233 0 -4.99064 0 -10.7377 0 
0.69295 0.40000 -1.79648 0.00000 0.00000 0.00000 0.00000 1.74559 1.76929 1.25000 -0.34918 0.00000 0.00000 1.13636 2.51161 1.02079 118.517 -0.0195354 0 0 -10.1007 0 
0.81832 0.00000 0.00000 2.18332 -0.69250 0.00000 0.00000 1.16591 0.99211 1.25000 -0.21584 0.00000 0.00000 0.00000 0.00000 1.04420 294.106 0 -4.98718 0 -5.18876 0 
0.40591 0.40000 -1.65295 1.55906 -0.58657 0.00000 0.00000 1.15195 0.77893 2.00000 -0.80705 0.00000 0.00000 1.25000 0.82795 1.25000 149.445 -0.000245353 -4.9518 0 -13.9639 0 
1.05256 0.40000 -1.97628 1.98661 -1.57018 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.23879 1.77259 1.25000 7.96112 -0.0455956 -7.52606 0 0 0 
0.58575 0.00000 0.00000 1.18773 -0.72311 0.00000 0.00000 1.13636 2.41939 1.73454 -1.37879 0.00000 0.00000 1.90000 2.55047 1.25000 39.3437 0 -9.60176 0 -0.323314 0 
1.03466 0.00000 0.00000 2.00000 -0.72136 0.00000 0.00000 0.00000 0.00000 1.18334 -0.31460 0.00000 0.00000 1.13636 2.73986 1.25000 295.102 0 -5.05351 0 -5.02392 0 
0.68675 0.40000 -1.79337 0.00000 0.00000 0.00000 0.00000 1.16636 1.09806 2.05175 -0.69250 0.00000 0.00000 1.14707 0.91691 1.00412 127.573 -0.00979243 0 0 -9.83207 0 
1.77602 0.00000 0.00000 1.17881 -0.15951 1.13636 -2.77840 1.90000 3.53741 1.17597 -0.11356 0.00000 0.00000 1.90000 4.09146 1.00004 435.681 0 -5.00075 -0.0107002 -4.98466 0 
0.97861 0.00000 0.00000 1.23541 -0.28537 0.00000 0.00000 1.90000 3.36621 1.32839 -1.64291 0.00000 0.00000 1.90000 3.42897 1.25000 155.668 0 -9.94383 0 -0.0364706 0 
0.55024 0.40000 -1.72512 1.25000 -0.34988 0.00000 0.00000 0.00000 0.00000 2.00000 -0.86460 0.00000 0.00000 0.00000 0.00000 1.25000 179.999 -0.00304757 -5.87002 0 -4.47551 0 
1.31381 0.40000 -2.10690 1.25000 0.03190 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.15087 1.42733 1.25000 228.701 -0.0212317 -10.0704 0 0 0 
0.53816 0.00000 0.00000 1.25000 -0.35592 1.25000 0.89408 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.72404 1.52074 1.00085 100.848 0 -9.90931 -17.8611 0 0 
1.13408 0.00000 0.00000 2.40840 -0.64716 0.00000 0.00000 2.00000 1.56704 1.16826 -0.47865 0.00000 0.00000 1.13636 3.09252 1.01168 330.489 0 -6.13531 0 -3.83412 0 
