0.43030 0.16000 -0.53452 0.39585 0.80281 22.2316 -2.90468 -4.46378 
0.16000 0.00000 0.00000 0.00000 0.00000 8.08001 0 0 
0.41389 0.41301 -0.69026 0.69372 0.86847 24.0619 -3.46656 -4.83058 
0.32136 0.31300 -0.77715 0.16000 0.47886 18.6294 -4.01571 -3.23193 
0.51109 0.24656 -0.78455 0.18604 0.60333 23.1977 -3.5867 -3.33526 
0.16000 0.00000 0.00000 0.16000 0.40058 11.4937 0 -5.3797 
0.32667 0.16000 -0.49491 0.29920 0.58329 19.2549 -3.07428 -4.22076 
0.62099 0.00000 0.00000 0.48626 1.04567 23.3304 0 -6.3948 
0.16000 0.38194 -0.59231 0.39974 0.56304 13.8932 -3.93484 -4.2173 
0.29701 0.53364 -0.80475 0.83863 0.84938 20.0753 -3.50475 -5.10221 
0.36723 0.00000 0.00000 0.16000 1.19742 14.4858 0 -4.36644 
0.16000 0.00000 0.00000 0.00000 0.00000 8.08001 0 0 
0.50839 0.52683 -0.81888 0.51968 0.85433 26.6623 -4.13387 -4.00853 
1.02655 0.42671 -0.96524 0.31624 0.90889 37.314 -4.08264 -3.32598 
0.53943 0.00000 0.00000 0.00000 0.00000 12.5794 0 0 
0.84881 0.30402 -0.85132 0.17816 0.79761 30.514 -3.98411 -2.85445 
0.16000 0.32095 -0.48517 0.44717 0.72077 13.8388 -4.0116 -4.10635 
0.14594 0.00000 0.00000 0.00000 0.00000 7.83136 0 0 
0.24766 0.33883 -0.53864 0.21011 0.55506 16.9061 -4.47238 -3.13559 
0.87757 0.20585 -0.78562 0.00000 0.00000 23.9622 -4.85592 0 
0.17397 0.54275 -0.59730 0.30555 0.59936 14.6924 -5.08637 -3.15597 
0.43971 0.16000 -0.74420 0.45248 1.37989 19.5343 -3.25805 -3.35682 
0.16851 0.24604 -0.50303 0.16809 0.45853 13.6072 -4.02273 -3.35054 
0.45527 0.42791 -0.69286 0.84380 0.90254 26.3749 -3.27791 -5.18731 
0.99555 0.28285 -0.92032 0.20218 0.84104 33.0938 -3.69302 -3.07325 
0.21775 0.16000 -0.44847 0.67585 0.74777 16.4658 -2.60283 -5.56183 
0.30862 0.30252 -1.11510 0.72011 1.04182 18.4322 -2.7873 -5.21158 
0.92515 0.84380 -1.20614 0.50089 1.64682 35.6064 -5.94884 -1.93464 
0.66712 0.34999 -0.75225 0.41171 0.84177 29.8229 -3.68124 -3.96438 
0.19774 0.52676 -0.67019 0.43025 0.82548 15.2109 -4.66834 -3.57619 
0.16000 0.00000 0.00000 0.60287 0.64119 12.8862 0 -7.37783 
0.30799 0.00000 0.00000 0.16000 0.48633 14.9573 0 -5.04942 
0.77038 0.00000 0.00000 0.00000 0.00000 14.4111 0 0 
0.38460 0.29477 -0.62143 0.61228 0.73958 22.8622 -3.04419 -5.06642 
0.16000 0.45923 -0.82452 0.00000 0.00000 11.7916 -6.65984 0 
0.19659 0.81368 -1.32038 0.61595 0.65284 15.2365 -2.73831 -5.58046 
0.16000 0.00000 0.00000 0.00000 0.00000 8.08001 0 0 
0.42786 0.00000 0.00000 0.00000 0.00000 11.5391 0 0 
0.27549 0.44346 -0.73704 0.34670 0.54862 18.4545 -4.08175 -3.93379 
0.24229 0.35817 -0.53783 0.70634 0.90645 17.5677 -3.64265 -4.73078 
0.16000 0.00000 0.00000 0.00000 0.00000 8.08001 0 0 
0.16000 0.13879 -0.79847 0.00000 0.00000 10.3165 -4.57898 0 
1.09099 0.16000 -0.95826 0.25761 0.91184 33.1299 -2.6919 -3.76897 
1.04781 0.32869 -0.94388 0.33376 1.01680 35.9996 -3.628 -3.55058 
0.12902 0.00000 0.00000 0.00000 0.00000 7.51446 0 0 
1.12750 0.00000 0.00000 0.16000 0.91358 25.1742 0 -4.26456 
0.22345 0.16777 -0.46514 0.48415 0.68002 16.172 -2.88538 -4.94405 
0.38689 0.38892 -0.71400 0.00000 0.00000 18.2519 -6.27229 0 
0.16000 0.16000 -0.73354 0.26595 0.77397 12.191 -2.99383 -4.05943 
0.26786 0.00000 0.00000 0.00000 0.00000 9.70244 0 0 
0.16000 0.00000 0.00000 0.23004 0.44886 11.7584 0 -5.85571 
0.16000 0.22182 -0.50625 0.00000 0.00000 11.4092 -5.6545 0 
0.33679 0.33341 -0.77334 0.00000 0.00000 16.3127 -5.95791 0 
0.28305 0.00000 0.00000 0.00000 0.00000 9.90249 0 0 
