3.008760  2.198610  0.008426  
2.000000  1.959980  0.007449  
2.000000  13.652920  0.014277  
3.012050  12.902960  0.015900  
4.406820  7.922500  0.017176  
3.008760  0.466800  0.006147  
2.052210  1.092600  0.006772  
2.000000  10.896540  0.012678  
2.000000  12.892270  0.013625  
2.000000  1.712410  0.007270  
2.000000  0.930130  0.006502  
4.406820  11.064010  0.021335  
2.249160  3.352720  0.008894  
3.008760  5.340320  0.011379  
2.000000  2.352760  0.007748  
2.249160  9.053740  0.012215  
4.406820  11.535340  0.021450  
2.052210  3.437110  0.008674  
2.000000  5.729450  0.010005  
2.249160  5.392460  0.010239  
2.000000  2.236220  0.007643  
2.052210  2.346560  0.007824  
2.000000  0.949590  0.006510  
2.000000  0.413390  0.005612  
2.449100  8.773640  0.012531  
2.000000  0.416320  0.005615  
2.000000  5.099520  0.009484  
2.449100  10.258190  0.013202  
2.000000  1.466450  0.007074  
2.052210  5.653720  0.010074  
2.000000  3.005370  0.008156  
2.249160  1.448260  0.007259  
2.449100  5.480760  0.010592  
3.012050  3.130050  0.009568  
2.000000  7.763820  0.010985  
2.000000  0.417630  0.005633  
2.000000  13.874730  0.014364  
3.012050  8.043300  0.014149  
2.000000  0.910350  0.006471  
2.000000  11.217540  0.012824  
2.000000  2.359600  0.007757  
2.000000  1.478130  0.007095  
2.000000  7.917460  0.011050  
2.000000  1.032410  0.006662  
2.449100  3.191740  0.008942  
2.000000  3.341800  0.008575  
2.000000  5.160350  0.009474  
3.012050  1.045040  0.007169  
2.000000  1.668610  0.007231  
3.012050  0.467620  0.006159  
4.406820  2.087710  0.009617  
4.406820  0.483770  0.006743  
3.008760  12.853070  0.016035  
3.012050  1.459350  0.007691  
2.000000  0.468650  0.005762  
2.000000  0.470360  0.005768  
2.000000  1.431110  0.007023  
2.000000  1.919790  0.007450  
4.406820  5.052350  0.014006  
2.052210  1.488360  0.007136  
3.008760  9.633430  0.014326  
2.052210  10.836130  0.012830  
2.000000  11.245450  0.012860  
2.449100  11.946100  0.014372  
3.012050  11.385090  0.015476  
4.406820  3.399810  0.011348  
2.000000  7.924220  0.011051  
2.000000  13.431660  0.014136  
2.052210  0.404370  0.005615  
2.449100  1.513160  0.007484  
2.000000  3.266210  0.008500  
3.008760  8.848570  0.013871  
2.449100  1.063070  0.006921  
3.012050  1.944880  0.008150  
2.052210  12.468120  0.013499  
2.000000  5.218190  0.009550  
2.000000  12.025530  0.013251  
2.000000  0.965280  0.006547  
2.000000  8.148920  0.011267  
2.249160  0.418110  0.005739  
2.449100  2.171350  0.008127  
2.000000  8.342800  0.011330  
2.000000  1.588020  0.007175  
2.249160  2.030110  0.007681  
2.249160  13.001700  0.014195  
4.406820  1.708150  0.008691  
2.000000  3.510300  0.008684  
2.000000  10.210940  0.012296  
4.406820  0.966170  0.007736  
2.000000  3.360050  0.008571  
2.000000  1.085310  0.006729  
2.000000  11.570450  0.013128  
3.008760  1.704150  0.007916  
2.000000  0.490760  0.005820  
2.000000  11.272250  0.012865  
3.008760  0.969330  0.007046  
3.008760  3.411380  0.009973  
2.000000  10.796100  0.012596  
2.000000  5.307690  0.009353  
2.000000  8.747720  0.011432  
2.249160  11.814320  0.013775  
2.052210  7.622780  0.011122  
2.000000  1.998000  0.007487  
3.012050  5.555030  0.011552  
2.249160  1.064230  0.006811  
2.449100  0.428400  0.005863  
2.000000  5.804680  0.010064  
2.000000  3.434720  0.008630  
