0.44137 0.16000 0.14069 1.48440 -0.68151 1.48440 0.96289 1.13496 0.37449 16.0388 -3.44109 
0.26078 0.26078 0.00000 0.00000 0.00000 0.00000 0.00000 0.95610 1.48440 8.72607 -21.346 
0.34746 0.34746 0.00000 0.16000 -0.81168 0.00000 0.00000 0.86037 0.99163 11.9407 -17.5859 
0.26337 0.26337 0.00000 0.00000 0.00000 0.00000 0.00000 1.48440 0.45474 8.99311 -20.6308 
0.41849 0.41849 0.00000 0.96625 -0.69237 0.42283 0.42066 0.96625 0.42283 15.1121 -9.56762 
0.64626 0.47423 0.08601 1.48440 -0.89330 1.48440 1.06533 1.48440 1.48440 22.7235 -7.20173 
1.12750 0.16000 0.48375 1.48440 -0.33845 1.47812 1.30281 1.48440 1.47812 39.5282 -1.39568 
1.12750 0.00000 0.00000 0.47052 -1.55231 0.16000 1.01263 1.48440 0.80348 5.70003 0 
0.60920 0.60920 0.00000 1.48440 -1.04680 0.23522 0.42221 1.48440 0.23522 22.052 -9.55672 
1.12750 1.07729 0.02511 0.49880 -1.16442 0.21440 1.07570 1.48440 1.48440 38.6531 -11.5395 
0.69257 0.62346 0.03456 0.00000 0.00000 0.00000 0.00000 0.87624 0.77863 23.4403 -13.3041 
1.12750 0.00000 0.00000 0.12000 -0.92289 0.00000 0.00000 0.29987 0.21789 7.23483 0 
0.31317 0.31317 0.00000 0.89596 -0.60457 1.48440 0.89879 0.89596 1.48440 11.1216 -9.71914 
0.68431 0.00000 0.00000 0.82538 -1.41387 0.42124 0.86445 1.48440 1.34674 3.90528 0 
0.17079 0.17079 0.00000 1.17946 -0.67512 1.36203 0.76641 1.17946 1.36203 6.05415 -9.72961 
0.19144 0.19144 0.00000 1.48440 -0.83792 1.08927 0.64035 1.48440 1.08927 6.78408 -9.72989 
0.23767 0.23767 0.00000 0.00000 0.00000 0.00000 0.00000 0.26354 0.34448 8.36866 -20.3756 
1.12750 0.70485 -0.15417 0.00000 0.00000 0.00000 0.00000 1.18863 0.30653 31.4621 -10.8075 
1.12750 0.37337 -0.06681 1.48440 -0.99570 0.61874 0.42924 1.48440 0.17486 40.5227 -3.1805 
0.21250 0.21250 0.00000 1.46811 -0.84031 1.48440 0.84845 1.46811 1.48440 7.49806 -9.77495 
1.12750 0.00000 0.00000 0.00000 0.00000 0.80531 1.64550 1.48440 1.48440 4.90725 0 
1.12750 0.89786 0.11482 0.00000 0.00000 0.00000 0.00000 0.27233 0.58994 35.8643 -11.2812 
0.20586 0.20586 0.00000 1.27263 -0.73924 0.33943 0.27264 1.27263 0.33943 7.47889 -9.51493 
0.27113 0.00000 0.00000 0.00000 0.00000 0.67279 1.28357 0.62697 1.48440 1.41007 0 
1.12750 0.00000 0.00000 0.17486 -1.00212 0.16000 1.45241 0.83513 1.30574 5.74074 0 
0.54340 0.54340 0.00000 0.83384 -0.68862 0.95646 0.74993 0.83384 0.95646 19.3763 -9.68197 
0.23524 0.00000 0.00000 0.00000 0.00000 0.86790 1.16807 1.48440 1.48440 1.17569 0 
0.44623 0.44623 0.00000 0.16000 -0.30311 1.48440 0.96531 0.15025 1.48440 16.3488 -9.45973 
1.12750 0.16000 -0.10595 0.85560 -0.61375 1.48440 0.71625 0.47780 0.89787 40.2024 -1.37267 
0.22963 0.22963 0.00000 1.48440 -0.85701 1.48440 0.85701 1.48440 1.48440 8.09921 -9.77752 
1.12750 1.12750 0.00000 0.00000 0.00000 0.12000 0.94909 0.51847 0.40325 40.0409 -11.7403 
1.12750 1.07045 0.02853 1.48440 -1.24890 1.48440 1.30595 1.44062 1.48440 39.5657 -9.34031 
0.39865 0.39865 0.00000 1.06118 -0.72991 1.48440 0.94152 1.06118 1.48440 14.1068 -9.75179 
0.33542 0.33542 0.00000 1.48440 -0.90991 0.35905 0.34724 1.48440 0.35905 12.096 -9.58721 
0.57707 0.50825 0.03441 1.17171 -0.80557 0.60037 0.58872 1.10290 0.60037 20.6235 -8.50796 
0.15369 0.15369 0.00000 0.00000 0.00000 0.00000 0.00000 1.48440 1.48440 4.85018 -30.7052 
1.12750 0.16000 -0.19299 0.71108 -1.51645 0.00000 0.00000 1.30824 1.03375 16.7037 -8.92256 
1.12750 0.58448 0.27151 0.00000 0.00000 0.00000 0.00000 0.35017 1.48440 26.7359 -11.1768 
1.12750 0.63779 0.24486 1.48440 -0.81624 1.15575 1.14162 1.48440 1.15575 39.6232 -5.55621 
0.36217 0.16000 0.10108 1.48440 -0.72112 0.43163 0.39690 1.48440 0.43163 13.0009 -4.25364 
0.40976 0.40976 0.00000 0.12000 -0.95449 0.00000 0.00000 0.70288 1.33744 14.291 -16.3894 
0.40301 0.16000 0.12151 1.29983 -0.60841 1.48440 0.94371 1.05681 1.48440 14.2606 -3.86983 
1.12750 0.78014 0.17368 0.73655 -1.29152 0.00000 0.00000 1.09604 0.97000 32.5268 -11.1388 
0.70419 0.70419 0.00000 0.64804 -1.12692 0.38789 1.22989 1.48440 1.07174 24.5108 -13.297 
0.20526 0.20526 0.00000 0.92157 -0.56341 1.48440 0.84483 0.92157 1.48440 7.29561 -9.70401 
0.32179 0.32179 0.00000 0.00000 0.00000 0.51146 1.16993 1.48440 1.26476 11.0434 -18.4991 
0.28919 0.16000 0.06460 0.66840 -0.34960 0.67734 0.48327 0.53921 0.67734 10.4887 -5.26682 
0.36081 0.00000 0.00000 0.37735 -0.86857 0.48535 0.90187 0.87684 1.48440 2.25958 0 
0.96646 0.82471 0.07088 0.00000 0.00000 0.59832 1.53569 1.16510 1.35162 31.5875 -11.9781 
1.12750 0.00000 0.00000 0.87228 -1.61201 0.18626 1.77542 1.48440 1.48440 5.01916 0 
0.29871 0.29871 0.00000 0.17610 -0.23740 1.39065 0.84468 0.17610 1.39065 10.9936 -9.42819 
1.12750 0.69998 -0.11262 1.36563 -1.14542 1.48440 0.97956 1.26449 1.48440 39.5902 -6.10365 
1.12750 1.12750 0.00000 1.19275 -1.16013 0.76001 0.94375 1.19275 0.76001 39.9013 -9.75675 
0.30827 0.30827 0.00000 0.77564 -0.54196 1.48440 0.89634 0.77564 1.48440 10.9744 -9.68934 
1.12750 0.16000 0.08050 0.00000 0.00000 0.00000 0.00000 0.53556 1.28709 17.0437 -8.85866 
0.34664 0.34664 0.00000 0.60750 -0.47707 0.42418 0.38541 0.60750 0.42418 12.6337 -9.48667 
0.24272 0.00000 0.00000 0.16000 -0.95466 0.50266 0.93812 1.35098 1.23958 1.35427 0 
1.00744 0.34298 0.33223 0.00000 0.00000 0.00000 0.00000 0.39327 0.34713 19.316 -10.9761 
0.20225 0.20225 0.00000 1.48440 -0.84333 0.66371 0.43298 1.48440 0.66371 7.23067 -9.64951 
0.26094 0.16000 0.05047 0.73053 -0.39479 1.02651 0.64373 0.62958 1.02651 9.37397 -5.88726 
1.12750 0.70397 0.21177 0.00000 0.00000 0.16000 1.22338 0.39066 0.95795 30.3998 -10.9777 
0.21419 0.16000 0.02709 0.24518 -0.84860 0.00000 0.00000 1.06381 1.48440 6.53692 -22.4686 
0.43432 0.16000 0.13716 0.00000 0.00000 0.00000 0.00000 1.44800 0.31143 9.90918 -14.8885 
1.12750 1.12750 0.00000 0.00000 0.00000 0.00000 0.00000 1.48440 1.35213 39.1095 -12.447 
1.12750 1.12750 0.00000 0.76635 -0.94693 0.31420 0.72085 0.76635 0.31420 40.5918 -9.59824 
0.61867 0.16000 -0.13253 0.00000 0.00000 0.15210 1.76839 0.76911 1.48440 12.5422 -12.0182 
0.61838 0.61838 0.00000 0.21635 -1.28867 0.00000 0.00000 1.08766 0.42791 21.6948 -14.1103 
0.16043 0.00000 0.00000 0.00000 0.00000 0.58917 0.88961 0.17375 1.10399 1.25097 0 
0.35495 0.00000 0.00000 0.00000 0.00000 0.26750 1.52812 1.18818 1.48440 1.61585 0 
