0.43030 0.16000 -0.53558 0.54471 0.96263 0.29029 0.09855 0.71374 -0.84705 0.32588 0.91406 0.16000 -1.40440 0.20896 -0.57812 26.2569 -1.96047 -1.14075 -5.60947 -0.591822 -0.180091 -0.0424547 -0.108534 
0.16000 0.00000 0.00000 0.00000 0.00000 0.16000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 14.7727 0 0 -7.1498 0 0 0 0 
0.16000 0.00000 0.00000 0.00000 0.00000 0.16000 -0.25000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 11.1481 0 0 -5.96935 0 0 0 0 
0.16000 0.00000 0.00000 0.00000 0.00000 0.16000 0.25000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 11.1482 0 0 -5.96932 0 0 0 0 
0.16000 0.00000 0.00000 0.00000 0.00000 0.16000 -0.50000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 8.98708 0 0 -4.47423 0 0 0 0 
0.16000 0.00000 0.00000 0.00000 0.00000 0.16000 0.50000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 8.98708 0 0 -4.4743 0 0 0 0 
0.16000 0.00000 0.00000 0.00000 0.00000 0.16000 -1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 7.79641 0 0 -2.68901 0 0 0 0 
0.16000 0.00000 0.00000 0.00000 0.00000 0.16000 1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 7.79551 0 0 -2.68963 0 0 0 0 
0.16000 0.16000 -0.41000 0.00000 0.00000 0.16000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 17.1658 -2.93515 0 -5.56084 0 0 0 0 
0.16000 0.16000 -0.41000 0.00000 0.00000 0.16000 -0.25000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 12.8722 -3.51446 0 -3.75988 0 0 0 0 
0.16000 0.16000 -0.41000 0.00000 0.00000 0.16000 -0.50000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 11.2181 -4.81362 0 -1.51049 0 0 0 0 
