0.320000  0.000000  0.000000  0.000000  0.000000  2.397700  1.093800  0.031404  3.580820  0.000000  0.000000  4.865290  
0.160000  0.000000  0.000000  0.000000  0.000000  0.534700  1.212500  0.522712  2.089290  0.000000  0.000000  2.629640  
0.340280 0.544640 -0.772260 0.000000 0.000000 1.499300 1.409300 0.492985 2.581530 1.001830 0.000000 3.929020 
0.340280  0.000000  0.000000  0.544640  0.772260  1.499300  1.409300  0.492985  2.581530  0.000000  1.001830  3.929020  
0.406440  0.000000  0.000000  0.000000  0.000000  0.539600  0.484800  0.095482  1.864660  0.000000  0.000000  3.399630  
0.616290  0.263600  -0.677550  0.228070  0.666430  2.621000  1.312500  -0.440062  1.512320  0.936382  0.913659  4.032750  
0.430300  0.160000  -0.534520  0.395850  0.802810  0.526000  1.233000  0.441704  1.378830  0.581754  0.612952  2.974340  
0.160000  0.322580  -0.513540  0.334400  0.579920  2.704900  1.135300  0.388549  1.355420  0.609108  0.605827  1.913510  
0.160000 0.160000 -0.422640 0.000000 0.000000 1.069600 1.093800 0.589630 2.065250 0.713041 0.000000 2.634610 
0.160000  0.000000  0.000000  0.160000  0.422640  1.069600  1.093800  0.589630  2.065250  0.000000  0.713041  2.634610  
0.319160  0.541370  -0.856510  0.236830  0.516810  3.732800  1.359000  0.144132  1.656470  0.878969  0.881102  2.871650  
0.160000 0.000000 0.000000 0.282040 0.461170 1.410800 1.208800 0.571257 2.157200 0.000000 0.789683 2.728670 
0.160000  0.282040  -0.461170  0.000000  0.000000  1.410800  1.208800  0.571257  2.157200  0.789683  0.000000  2.728670  
0.160000  0.000000  0.000000  0.000000  0.000000  1.047700  1.093800  0.556561  2.843440  0.000000  0.000000  3.435070  
0.327170 0.582730 -0.777260 0.000000 0.000000 1.122500 1.423200 0.576465 2.440120 0.911427 0.000000 3.730750 
0.327170  0.000000  0.000000  0.582730  0.777260  1.122500  1.423200  0.576465  2.440120  0.000000  0.911427  3.730750  
0.160000  0.160000  -1.160000  0.160000  0.410000  2.226600  1.093800  0.650896  2.015720  0.546575  0.639394  2.583280  
0.640000  0.000000  0.000000  0.000000  0.000000  1.663900  1.093800  -0.158135  3.806630  0.000000  0.000000  6.519610  
0.287520  0.528470  -0.645530  0.540130  0.810330  1.094300  1.444900  0.573352  1.476530  0.701828  0.725993  2.555640  
0.250910 0.160000 -0.498670 0.000000 0.000000 1.099500 1.093800 0.515290 2.258700 0.789466 0.000000 3.177370 
0.250910  0.000000  0.000000  0.160000  0.498670  1.099500  1.093800  0.515290  2.258700  0.000000  0.789466  3.177370  
0.607620  0.484090  -1.139440  0.459610  1.068780  0.474000  1.703100  0.482368  1.708260  0.608251  0.624883  3.973000  
0.160000  0.000000  0.000000  0.000000  0.000000  3.966300  1.093800  -0.011368  3.318990  0.000000  0.000000  3.910180  
0.482260 0.000000 0.000000 0.160000 0.840160 1.024600 1.494500 0.500982 2.873050 0.000000 0.858545 4.803360 
0.482260  0.160000  -0.840160  0.000000  0.000000  1.024600  1.494500  0.500982  2.873050  0.858545  0.000000  4.803360  
0.320000  0.320000  -0.570000  0.320000  0.570000  1.986400  1.093800  0.237611  1.369500  0.793933  0.782258  2.592430  
0.160000  0.000000  0.000000  0.000000  0.000000  3.524200  1.312500  0.119073  3.485780  0.000000  0.000000  4.064220  
0.160000  0.000000  0.000000  0.000000  0.000000  2.172300  1.093800  0.318725  3.225850  0.000000  0.000000  3.826280  
0.430300  0.160000  -0.534520  0.395850  0.802810  1.120700  1.147600  0.342010  1.609680  0.730360  0.783831  3.318480  
0.152260  0.160000  -0.493600  0.258660  0.450650  3.475200  1.312500  0.310289  1.449320  0.616335  0.581047  1.964550  
0.406440  0.000000  0.000000  0.000000  0.000000  1.700700  1.093800  0.130057  3.619740  0.000000  0.000000  5.277850  
0.160000  0.597190  -1.028520  0.229440  0.502130  1.828300  1.453900  0.768218  1.842370  0.714830  0.628545  2.415850  
0.607620  0.484090  -1.139440  0.459610  1.068780  2.344600  1.703100  0.304965  2.358830  1.116540  1.098700  4.897220  
0.199710  0.255620  -0.597800  0.254040  0.666790  1.615400  1.147500  0.695948  1.757910  0.676131  0.709838  2.487780  
0.188270  0.843800  -0.756470  0.429180  0.546790  1.004700  1.550900  0.534383  1.175670  0.627728  0.579854  1.843240  
0.370680 0.160000 -0.723850 0.000000 0.000000 2.404600 1.312500 0.288894 3.003660 0.985581 0.000000 4.505670 
0.370680  0.000000  0.000000  0.160000  0.723850  2.404600  1.312500  0.288894  3.003660  0.000000  0.985581  4.505670  
0.421060  0.000000  0.000000  0.000000  0.000000  3.997200  1.093800  -0.519786  3.805510  0.000000  0.000000  5.540640  
0.473590 0.434760 -0.693130 0.000000 0.000000 1.122700 1.355400 0.286050 2.426160 0.946081 0.000000 4.305090 
0.473590  0.000000  0.000000  0.434760  0.693130  1.122700  1.355400  0.286050  2.426160  0.000000  0.946081  4.305090  
