0.43030 0.16000 -0.53516 0.48514 0.89868 7.64384 -3.42772 -1.97903 -4.59874 
0.16000 0.00000 0.00000 0.00000 0.00000 4.43139 0 0 -10.0227 
0.16000 0.16000 -0.41000 0.00000 0.00000 5.6366 -4.37633 0 -5.62846 
0.16000 0.16000 -0.41000 0.16000 0.41000 6.77227 -3.52972 -3.52976 -2.93832 
0.16000 0.16000 -0.66000 0.00000 0.00000 4.77858 -2.54461 0 -7.46827 
0.16000 0.16000 -0.66000 0.16000 0.66000 5.1097 -2.31926 -2.31877 -5.36282 
0.16000 0.16000 -0.91000 0.00000 0.00000 4.56095 -1.59156 0 -8.42169 
0.16000 0.16000 -0.91000 0.16000 0.91000 4.68576 -1.51884 -1.51888 -6.97164 
0.16000 0.16000 -1.41000 0.00000 0.00000 4.45574 -0.724909 0 -9.29873 
0.16000 0.16000 -1.41000 0.00000 0.00000 4.45575 -0.724914 0 -9.29888 
0.16000 0.16000 -1.41000 0.16000 1.41000 4.48198 -0.713241 -0.713175 -8.5923 
0.32000 0.00000 0.00000 0.00000 0.00000 5.25969 0 0 -10.0268 
0.32000 0.32000 -0.57000 0.00000 0.00000 6.52644 -3.98072 0 -6.03285 
0.32000 0.32000 -0.57000 0.32000 0.57000 7.74656 -3.27871 -3.28126 -3.44892 
0.32000 0.32000 -0.82000 0.00000 0.00000 5.63342 -2.32481 0 -7.69472 
0.32000 0.32000 -0.82000 0.32000 0.82000 6.00067 -2.13441 -2.1336 -5.73269 
0.32000 0.32000 -1.07000 0.00000 0.00000 5.40449 -1.47903 0 -8.54982 
0.32000 0.32000 -1.07000 0.32000 1.07000 5.54044 -1.41299 -1.41351 -7.19152 
0.32000 0.21091 -1.51545 0.00000 0.00000 5.29108 -0.665862 0 -9.35158 
0.32000 0.21091 -1.51545 0.00000 0.00000 5.28965 -0.665965 0 -9.35111 
0.32000 0.21091 -1.51545 0.21091 1.51545 5.31631 -0.655931 -0.656264 -8.71053 
0.48000 0.00000 0.00000 0.00000 0.00000 6.04629 0 0 -10.0185 
0.48000 0.48000 -0.73000 0.00000 0.00000 7.34994 -3.64034 0 -6.3659 
0.48000 0.48000 -0.73000 0.48000 0.73000 8.61073 -3.04939 -3.04764 -3.90771 
0.48000 0.48000 -0.98000 0.00000 0.00000 6.43974 -2.1314 0 -7.88418 
0.48000 0.48000 -0.98000 0.48000 0.98000 6.82342 -1.96961 -1.96976 -6.0594 
0.48000 0.48000 -1.23000 0.00000 0.00000 6.20309 -1.36809 0 -8.64303 
0.48000 0.48000 -1.23000 0.48000 1.23000 6.34979 -1.31456 -1.31462 -7.38061 
0.48000 0.21091 -1.59546 0.00000 0.00000 6.07844 -0.605892 0 -9.41049 
0.48000 0.21091 -1.59546 0.00000 0.00000 6.07844 -0.605895 0 -9.41067 
0.48000 0.21091 -1.59546 0.21091 1.59546 6.10922 -0.597621 -0.597601 -8.82283 
0.64000 0.00000 0.00000 0.00000 0.00000 6.80604 0 0 -10.0305 
0.64000 0.64000 -0.89000 0.00000 0.00000 8.14244 -3.35952 0 -6.64784 
0.64000 0.64000 -0.89000 0.64000 0.89000 9.43071 -2.85105 -2.85116 -4.30267 
0.64000 0.64000 -1.14000 0.00000 0.00000 7.22306 -1.96605 0 -8.04088 
0.64000 0.64000 -1.14000 0.64000 1.14000 7.62304 -1.83314 -1.8332 -6.33462 
0.64000 0.64000 -1.39000 0.00000 0.00000 6.97593 -1.27644 0 -8.73861 
0.64000 0.64000 -1.39000 0.64000 1.39000 7.13361 -1.22843 -1.22843 -7.5517 
0.64000 0.21091 -1.67546 0.00000 0.00000 6.84629 -0.556065 0 -9.46209 
0.64000 0.21091 -1.67546 0.00000 0.00000 6.84613 -0.55617 0 -9.46281 
0.64000 0.21091 -1.67546 0.21091 1.67546 6.88003 -0.550115 -0.550147 -8.9174 
0.80000 0.00000 0.00000 0.00000 0.00000 7.56699 0 0 -10.0186 
0.80000 0.80000 -1.05000 0.00000 0.00000 8.91667 -3.11994 0 -6.88797 
0.80000 0.80000 -1.05000 0.80000 1.05000 10.2313 -2.68069 -2.68096 -4.64063 
0.80000 0.80000 -1.30000 0.00000 0.00000 7.98891 -1.83217 0 -8.18504 
0.80000 0.80000 -1.30000 0.80000 1.30000 8.39838 -1.71445 -1.71435 -6.57155 
0.80000 0.71091 -1.50545 0.00000 0.00000 7.73718 -1.1845 0 -8.82675 
0.80000 0.71091 -1.50545 0.71091 1.50545 7.89973 -1.14566 -1.14565 -7.72049 
0.80000 0.21091 -1.75545 0.00000 0.00000 7.60532 -0.513884 0 -9.49835 
0.80000 0.21091 -1.75545 0.00000 0.00000 7.60532 -0.513881 0 -9.49846 
0.80000 0.21091 -1.75545 0.21091 1.75545 7.642 -0.508934 -0.50892 -8.99256 
0.96000 0.00000 0.00000 0.00000 0.00000 8.32132 0 0 -10.0087 
0.96000 0.96000 -1.21000 0.00000 0.00000 9.67279 -2.91698 0 -7.09363 
0.96000 0.96000 -1.21000 0.96000 1.21000 11.0146 -2.53034 -2.5302 -4.94005 
0.96000 0.96000 -1.46000 0.00000 0.00000 8.74327 -1.71154 0 -8.29794 
0.96000 0.96000 -1.46000 0.96000 1.46000 9.16075 -1.61348 -1.61231 -6.78272 
0.96000 0.71091 -1.58546 0.00000 0.00000 8.48725 -1.09861 0 -8.91506 
