0.62406 0.16000 -0.63246 1.09241 -0.45257 0.16000 -1.75832 0.16000 2.01331 0.69917 0.30639 0.08000 27.3261 -1.7302 -7.64492 -0.132485 -0.270189 -0.0565046 
0.53774 0.83683 -1.47341 1.47752 -0.47989 0.00000 0.00000 0.62952 0.58363 0.15825 0.42409 0.09178 26.6681 -0.670345 -8.76542 0 -3.15655e-05 0 
0.46126 0.47348 -0.75401 0.46126 0.00000 0.16000 -0.65482 0.00000 0.00000 1.04165 0.00000 0.08103 23.7014 -2.08129 -8.55315 -0.193561 0 -0.891099 
0.46121 0.00000 0.00000 0.76446 -0.16163 0.00000 0.00000 0.47897 0.47009 0.76295 0.59599 0.42348 22.7092 0 -9.06024 0 -7.84065 0 
0.45424 0.00000 0.00000 0.71716 -0.14146 0.00000 0.00000 0.53552 0.49488 0.43808 0.00000 0.08129 23.2703 0 -8.62816 0 -0.395831 0 
0.50479 0.16000 -0.75355 1.19998 -1.28524 0.00000 0.00000 0.00000 0.00000 0.00000 0.50099 0.59412 8.68386 -4.21567 -3.03403 0 0 0 
1.00857 0.00000 0.00000 0.81683 0.09587 0.60128 -0.95882 0.00000 0.00000 0.35409 0.10779 0.08001 39.6349 0 -8.80792 -1.42886 -0.154861 0 
0.49033 0.00000 0.00000 0.16000 -1.02300 0.00000 0.00000 0.00000 0.00000 0.75170 0.52028 0.28197 9.51908 0 -1.79643 0 -6.90491 0 
0.67752 0.16000 -0.65766 1.48440 -0.41344 0.00000 0.00000 0.82931 0.75341 0.18502 0.00000 0.15178 33.0304 -1.44857 -8.02362 0 -0.0987149 0 
0.42644 0.30844 -1.69184 0.00000 0.00000 0.00000 0.00000 1.48440 1.25230 0.00000 0.76337 1.48440 6.16104 -3.51696 0 0 0 0 
0.57145 0.16000 -0.71317 0.16000 -0.05648 1.16472 -1.33541 0.00000 0.00000 0.70075 0.00000 0.08001 20.255 -2.0492 -6.0455 0 -1.53045 -0.0378562 
