0.95438 1.09380 -2.11789 1.06523 -0.24964 2.00000 -4.50448 2.00000 3.50655 1.00224 11.6898 -0.302922 -8.95698 -0.0201108 
1.00000 0.00000 0.00000 1.09380 -0.04690 0.00000 0.00000 1.09380 1.04690 1.00000 12.7661 0 -7.94866 0 
1.00000 0.00000 0.00000 1.09380 -0.04690 0.00000 0.00000 1.09380 1.04690 1.09380 12.7575 0 -7.95534 0 
1.00000 0.00000 0.00000 1.09380 -0.04690 0.00000 0.00000 1.09380 1.04690 1.09380 12.7575 0 -7.95534 0 
1.09380 0.00000 0.00000 1.09380 0.00000 0.00000 0.00000 1.09380 1.09380 1.00000 13.5536 0 -7.8624 0 
1.09380 0.00000 0.00000 1.09380 -0.00000 0.00000 0.00000 1.09380 1.09380 1.09380 13.5484 0 -7.87091 0 
1.09380 0.00000 0.00000 1.09380 -0.00000 0.00000 0.00000 1.09380 1.09380 1.09380 13.5484 0 -7.87091 0 
1.09380 0.00000 0.00000 1.09380 0.00000 0.00000 0.00000 1.09380 1.09380 1.00000 13.5536 0 -7.8624 0 
1.09380 0.00000 0.00000 1.09380 -0.00000 0.00000 0.00000 1.09380 1.09380 1.09380 13.5484 0 -7.87091 0 
1.09380 0.00000 0.00000 1.09380 -0.00000 0.00000 0.00000 1.09380 1.09380 1.09380 13.5484 0 -7.87091 0 
1.09380 0.00000 0.00000 1.09380 0.00000 0.00000 0.00000 1.09380 1.09380 1.00000 13.5536 0 -7.8624 0 
1.09380 0.00000 0.00000 1.09380 -0.00000 0.00000 0.00000 1.09380 1.09380 1.09380 13.5484 0 -7.87091 0 
1.09380 0.00000 0.00000 1.09380 -0.00000 0.00000 0.00000 1.09380 1.09380 1.09380 13.5484 0 -7.87091 0 
0.67593 0.00000 0.00000 2.00000 -0.67203 0.00000 0.00000 1.01175 0.84384 1.09380 9.51473 0 -8.26735 0 
1.31518 0.00000 0.00000 1.31518 0.00000 0.00000 0.00000 0.00000 0.00000 1.01472 15.7687 0 -9.40318 0 
1.13271 0.40000 -1.86016 1.09380 0.00946 0.00000 0.00000 1.09380 1.11326 1.09380 13.9418 -0.357554 -7.71865 0 
