2.06160 2.00000 -3.12998 2.07622 3.59997 1.55143 3.13412 1.67932 -0.08694 1.56218 6.45520 40.0922 -0.152387 -0.0361748 -0.124456 -8.43202 -0.0019312 
2.00000 0.00000 0.00000 0.00000 0.00000 2.00000 0.00000 0.00000 0.00000 0.00000 0.00000 43.3115 0 0 -8.77248 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 2.00000 -2.00000 0.00000 0.00000 0.00000 0.00000 11.1332 0 0 -4.96 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 2.00000 2.00000 0.00000 0.00000 0.00000 0.00000 11.1364 0 0 -4.95912 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 4.40636 0.00000 0.00000 0.00000 0.00000 0.00000 44.5726 0 0 -9.03959 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 2.00000 3.18693 1.73674 -0.17855 0.00000 0.00000 39.7329 0 0 -0.172351 -8.53578 0 
2.00000 0.00000 0.00000 0.00000 0.00000 2.00000 2.92208 1.55765 -0.33678 0.00000 0.00000 36.0655 0 0 -0.287412 -8.32537 0 
2.08555 0.00000 0.00000 2.00000 3.22699 2.00000 2.95419 1.66576 -0.11022 0.00000 0.00000 40.1316 0 -0.0486283 -0.186942 -8.41824 0 
2.01656 0.00000 0.00000 0.00000 0.00000 2.00000 -0.29201 0.00000 0.00000 0.00000 0.00000 40.4386 0 0 -8.66426 0 0 
2.01325 0.00000 0.00000 0.00000 0.00000 2.00000 -0.65439 0.00000 0.00000 0.00000 0.00000 34.5368 0 0 -8.41652 0 0 
2.20000 2.00000 -3.25579 2.00000 3.23010 2.00000 2.76610 2.00000 -0.46000 0.00000 0.00000 40.2878 -0.0530751 -0.0423687 -0.303185 -8.39324 0 
2.01422 2.00000 -3.10724 2.00000 3.11925 1.78741 -0.42869 0.00000 0.00000 0.00000 0.00000 36.6872 -0.0691981 -0.240199 -8.40771 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 2.00000 0.09380 0.00000 0.00000 0.00000 0.00000 42.8278 0 0 -8.75719 0 0 
2.04694 0.00000 0.00000 0.00000 0.00000 3.17336 0.00000 0.00000 0.00000 0.00000 0.00000 45.4778 0 0 -9.01018 0 0 
2.00576 0.00000 0.00000 0.00000 0.00000 2.00000 2.96339 1.57805 -0.52638 0.00000 0.00000 33.2848 0 0 -0.321184 -8.21307 0 
2.00617 0.00000 0.00000 0.00000 0.00000 3.11963 0.00000 0.00000 0.00000 0.00000 0.00000 44.6785 0 0 -9.00859 0 0 
2.01726 0.00000 0.00000 0.00000 0.00000 1.62091 -0.69023 0.00000 0.00000 0.00000 0.00000 30.7346 0 0 -8.17927 0 0 
2.00000 0.00000 0.00000 0.00000 0.00000 2.00000 -0.23317 0.00000 0.00000 0.00000 0.00000 41.1073 0 0 -8.70027 0 0 
2.12911 0.00000 0.00000 0.00000 0.00000 2.00000 -0.79397 0.00000 0.00000 0.00000 0.00000 33.4473 0 0 -8.28755 0 0 
